"anho","mes","idprovincia","tasa_de_paro"
2008,5,16,8.64583333333333
2008,5,17,9.69529085872576
2008,5,18,18.4466019417476
2008,5,19,8.93155258764608
2008,5,20,4.73106167276824
2008,5,21,14.7372742200328
2008,5,22,5.55555555555556
2008,5,23,16.2981455064194
2008,5,24,10.0891600187705
2008,5,25,5.13761467889908
2008,5,26,6.83229813664596
2008,5,27,6.21538461538461
2008,5,28,8.66950785218051
2008,5,29,16.0935542252541
2008,5,30,11.2862723214286
2008,5,31,5.79664238200824
2008,5,32,6.00539811066125
2008,5,33,7.84941930316379
2008,5,34,9.10307898259705
2008,5,35,17.0181003918642
2008,5,36,9.14248308967926
2008,5,37,9.44625407166124
2008,5,38,14.6731133067059
2008,5,39,7.11768851303735
2008,5,40,10.5196451204056
2008,5,41,14.0960389466696
2008,5,42,6.57894736842105
2008,5,43,9.20185501586526
2008,5,44,7.68115942028985
2008,5,45,10.6606606606607
2008,5,46,10.3851444291609
2008,5,47,8.91719745222929
2008,5,48,6.78146635895614
2008,5,49,7.99507995079951
2008,5,50,7.17625533645049
2008,6,1,4.49507389162562
2008,6,2,10.3664921465969
2008,6,3,13.579973416039
2008,6,4,17.5356921166977
2008,6,5,9.49935815147626
2008,6,6,15.2216427640156
2008,6,7,8.4055459272097
2008,6,8,7.10230205429958
2008,6,9,9.80083857442349
2008,6,10,12.1855785354947
2008,6,11,18.0921642460104
2008,6,12,9.35390549662489
2008,6,13,12.442202606137
2008,6,14,15.4565456545655
2008,6,15,8.71974875300202
2008,6,16,8.64583333333333
2008,6,17,9.69529085872576
2008,6,18,18.4466019417476
2008,6,19,8.93155258764608
2008,6,20,4.73106167276824
2008,6,21,14.7372742200328
2008,6,22,5.55555555555556
2008,6,23,16.2981455064194
2008,6,24,10.0891600187705
2008,6,25,5.13761467889908
2008,6,26,6.83229813664596
2008,6,27,6.21538461538461
2008,6,28,8.66950785218051
2008,6,29,16.0935542252541
2008,6,30,11.2862723214286
2008,6,31,5.79664238200824
2008,6,32,6.00539811066125
2008,6,33,7.84941930316379
2008,6,34,9.10307898259705
2008,6,35,17.0181003918642
2008,6,36,9.14248308967926
2008,6,37,9.44625407166124
2008,6,38,14.6731133067059
2008,6,39,7.11768851303735
2008,6,40,10.5196451204056
2008,6,41,14.0960389466696
2008,6,42,6.57894736842105
2008,6,43,9.20185501586526
2008,6,44,7.68115942028985
2008,6,45,10.6606606606607
2008,6,46,10.3851444291609
2008,6,47,8.91719745222929
2008,6,48,6.78146635895614
2008,6,49,7.99507995079951
2008,6,50,7.17625533645049
2008,7,1,4.36341900777048
2008,7,2,11.4954221770092
2008,7,3,13.5039326465049
2008,7,4,21.5674362089915
2008,7,5,11.4795918367347
2008,7,6,14.985590778098
2008,7,7,9.30703085483056
2008,7,8,8.5378499827169
2008,7,9,8.172826652785
2008,7,10,14.2857142857143
2008,7,11,18.948676966791
2008,7,12,11.1219512195122
2008,7,13,14.5066889632107
2008,7,14,17.4114441416894
2008,7,15,8.30930064888247
2008,7,16,6.59574468085107
2008,7,17,10.4317444472174
2008,7,18,20.483068908359
2008,7,19,7.37913486005089
2008,7,20,4.82891832229581
2008,7,21,19.5526097763049
2008,7,22,4.35153583617748
2008,7,23,17.783233952999
2008,7,24,9.52817224003665
2008,7,25,6.99088145896657
2008,7,26,8.28729281767956
2008,7,27,5.97560975609757
2008,7,28,8.32217889774777
2008,7,29,17.8207192699946
2008,7,30,13.7468566638726
2008,7,31,7.23231058234188
2008,7,32,5.32135452660676
2008,7,33,7.60441292356186
2008,7,34,10.761154855643
2008,7,35,18.4439105525781
2008,7,36,10.0820379965458
2008,7,37,12.146529562982
2008,7,38,16.1209068010075
2008,7,39,6.33088492479887
2008,7,40,8.57487922705313
2008,7,41,15.8901367730457
2008,7,42,4.82456140350878
2008,7,43,10.0439882697947
2008,7,44,5.15463917525773
2008,7,45,11.8881118881119
2008,7,46,11.8246372337141
2008,7,47,8.76795162509449
2008,7,48,8.10189280028303
2008,7,49,10.0235849056604
2008,7,50,7.09335507541786
2008,8,1,4.36341900777048
2008,8,2,11.4954221770092
2008,8,3,13.5039326465049
2008,8,4,21.5674362089915
2008,8,5,11.4795918367347
2008,8,6,14.985590778098
2008,8,7,9.30703085483056
2008,8,8,8.5378499827169
2008,8,9,8.172826652785
2008,8,10,14.2857142857143
2008,8,11,18.948676966791
2008,8,12,11.1219512195122
2008,8,13,14.5066889632107
2008,8,14,17.4114441416894
2008,8,15,8.30930064888247
2008,8,16,6.59574468085107
2008,8,17,10.4317444472174
2008,8,18,20.483068908359
2008,8,19,7.37913486005089
2008,8,20,4.82891832229581
2008,8,21,19.5526097763049
2008,8,22,4.35153583617748
2008,8,23,17.783233952999
2008,8,24,9.52817224003665
2008,8,25,6.99088145896657
2008,8,26,8.28729281767956
2008,8,27,5.97560975609757
2008,8,28,8.32217889774777
2008,8,29,17.8207192699946
2008,8,30,13.7468566638726
2008,8,31,7.23231058234188
2008,8,32,5.32135452660676
2008,8,33,7.60441292356186
2008,8,34,10.761154855643
2008,8,35,18.4439105525781
2008,8,36,10.0820379965458
2008,8,37,12.146529562982
2008,8,38,16.1209068010075
2008,8,39,6.33088492479887
2008,8,40,8.57487922705313
2008,8,41,15.8901367730457
2008,8,42,4.82456140350878
2008,8,43,10.0439882697947
2008,8,44,5.15463917525773
2008,8,45,11.8881118881119
2008,8,46,11.8246372337141
2008,8,47,8.76795162509449
2008,8,48,8.10189280028303
2008,8,49,10.0235849056604
2008,8,50,7.09335507541786
2008,9,1,4.36341900777048
2008,9,2,11.4954221770092
2008,9,3,13.5039326465049
2008,9,4,21.5674362089915
2008,9,5,11.4795918367347
2008,9,6,14.985590778098
2008,9,7,9.30703085483056
2008,9,8,8.5378499827169
2008,9,9,8.172826652785
2008,9,10,14.2857142857143
2008,9,11,18.948676966791
2008,9,12,11.1219512195122
2008,9,13,14.5066889632107
2008,9,14,17.4114441416894
2008,9,15,8.30930064888247
2008,9,16,6.59574468085107
2008,9,17,10.4317444472174
2008,9,18,20.483068908359
2008,9,19,7.37913486005089
2008,9,20,4.82891832229581
2008,9,21,19.5526097763049
2008,9,22,4.35153583617748
2008,9,23,17.783233952999
2008,9,24,9.52817224003665
2008,9,25,6.99088145896657
2008,9,26,8.28729281767956
2008,9,27,5.97560975609757
2008,9,28,8.32217889774777
2008,9,29,17.8207192699946
2008,9,30,13.7468566638726
2008,9,31,7.23231058234188
2008,9,32,5.32135452660676
2008,9,33,7.60441292356186
2008,9,34,10.761154855643
2008,9,35,18.4439105525781
2008,9,36,10.0820379965458
2008,9,37,12.146529562982
2008,9,38,16.1209068010075
2008,9,39,6.33088492479887
2008,9,40,8.57487922705313
2008,9,41,15.8901367730457
2008,9,42,4.82456140350878
2008,9,43,10.0439882697947
2008,9,44,5.15463917525773
2008,9,45,11.8881118881119
2008,9,46,11.8246372337141
2008,9,47,8.76795162509449
2008,9,48,8.10189280028303
2008,9,49,10.0235849056604
2008,9,50,7.09335507541786
2008,10,1,7.81156827668455
2008,10,2,16.9938016528926
2008,10,3,15.9330507553527
2008,10,4,24.2312072892938
2008,10,5,15.2258064516129
2008,10,6,19.2651757188498
2008,10,7,12.0435393258427
2008,10,8,11.3688538632859
2008,10,9,10.5888429752066
2008,10,10,15.9838430467398
2008,10,11,21.7923339931618
2008,10,12,14.3041237113402
2008,10,13,15.8929318276872
2008,10,14,20.1832390191323
2008,10,15,9.38120151542485
2008,10,16,9.82048574445617
2008,10,17,13.8519447929736
2008,10,18,23.3991333654309
2008,10,19,11.7977528089888
2008,10,20,6.72126517932788
2008,10,21,21.0817717206133
2008,10,22,6.59150043365134
2008,10,23,19.8979591836735
2008,10,24,10.4484512251503
2008,10,25,9.36952714535902
2008,10,26,9.8159509202454
2008,10,27,6.74578388507182
2008,10,28,10.0233503416069
2008,10,29,23.3579530466895
2008,10,30,15.2870680044593
2008,10,31,8.13033850047455
2008,10,32,6.40495867768594
2008,10,33,9.99396742409008
2008,10,34,11.523178807947
2008,10,35,22.3082595870207
2008,10,36,11.9483315392896
2008,10,37,16.581956797967
2008,10,38,19.5121951219512
2008,10,39,8.80084151472649
2008,10,40,10.8108108108108
2008,10,41,19.7227336726958
2008,10,42,5.59284116331096
2008,10,43,13.7378640776699
2008,10,44,7.32064421669107
2008,10,45,15.9481459149834
2008,10,46,13.7036471844956
2008,10,47,9.69329799318441
2008,10,48,9.77817213842059
2008,10,49,11.2845138055222
2008,10,50,10.7351460221551
2008,11,1,7.81156827668455
2008,11,2,16.9938016528926
2008,11,3,15.9330507553527
2008,11,4,24.2312072892938
2008,11,5,15.2258064516129
2008,11,6,19.2651757188498
2008,11,7,12.0435393258427
2008,11,8,11.3688538632859
2008,11,9,10.5888429752066
2008,11,10,15.9838430467398
2008,11,11,21.7923339931618
2008,11,12,14.3041237113402
2008,11,13,15.8929318276872
2008,11,14,20.1832390191323
2008,11,15,9.38120151542485
2008,11,16,9.82048574445617
2008,11,17,13.8519447929736
2008,11,18,23.3991333654309
2008,11,19,11.7977528089888
2008,11,20,6.72126517932788
2008,11,21,21.0817717206133
2008,11,22,6.59150043365134
2008,11,23,19.8979591836735
2008,11,24,10.4484512251503
2008,11,25,9.36952714535902
2008,11,26,9.8159509202454
2008,11,27,6.74578388507182
2008,11,28,10.0233503416069
2008,11,29,23.3579530466895
2008,11,30,15.2870680044593
2008,11,31,8.13033850047455
2008,11,32,6.40495867768594
2008,11,33,9.99396742409008
2008,11,34,11.523178807947
2008,11,35,22.3082595870207
2008,11,36,11.9483315392896
2008,11,37,16.581956797967
2008,11,38,19.5121951219512
2008,11,39,8.80084151472649
2008,11,40,10.8108108108108
2008,11,41,19.7227336726958
2008,11,42,5.59284116331096
2008,11,43,13.7378640776699
2008,11,44,7.32064421669107
2008,11,45,15.9481459149834
2008,11,46,13.7036471844956
2008,11,47,9.69329799318441
2008,11,48,9.77817213842059
2008,11,49,11.2845138055222
2008,11,50,10.7351460221551
2008,12,1,7.81156827668455
2008,12,2,16.9938016528926
2008,12,3,15.9330507553527
2008,12,4,24.2312072892938
2008,12,5,15.2258064516129
2008,12,6,19.2651757188498
2008,12,7,12.0435393258427
2008,12,8,11.3688538632859
2008,12,9,10.5888429752066
2008,12,10,15.9838430467398
2008,12,11,21.7923339931618
2008,12,12,14.3041237113402
2008,12,13,15.8929318276872
2008,12,14,20.1832390191323
2008,12,15,9.38120151542485
2008,12,16,9.82048574445617
2008,12,17,13.8519447929736
2008,12,18,23.3991333654309
2008,12,19,11.7977528089888
2008,12,20,6.72126517932788
2008,12,21,21.0817717206133
2008,12,22,6.59150043365134
2008,12,23,19.8979591836735
2008,12,24,10.4484512251503
2008,12,25,9.36952714535902
2008,12,26,9.8159509202454
2008,12,27,6.74578388507182
2008,12,28,10.0233503416069
2008,12,29,23.3579530466895
2008,12,30,15.2870680044593
2008,12,31,8.13033850047455
2008,12,32,6.40495867768594
2008,12,33,9.99396742409008
2008,12,34,11.523178807947
2008,12,35,22.3082595870207
2008,12,36,11.9483315392896
2008,12,37,16.581956797967
2008,12,38,19.5121951219512
2008,12,39,8.80084151472649
2008,12,40,10.8108108108108
2008,12,41,19.7227336726958
2008,12,42,5.59284116331096
2008,12,43,13.7378640776699
2008,12,44,7.32064421669107
2008,12,45,15.9481459149834
2008,12,46,13.7036471844956
2008,12,47,9.69329799318441
2008,12,48,9.77817213842059
2008,12,49,11.2845138055222
2008,12,50,10.7351460221551
2009,1,1,9.90990990990991
2009,1,2,18.4886649874055
2009,1,3,21.4238556338028
2009,1,4,24.6629213483146
2009,1,5,18.1001283697048
2009,1,6,22.5316455696202
2009,1,7,19.6245129295076
2009,1,8,15.8343901017925
2009,1,9,10.4872881355932
2009,1,10,20.866590649943
2009,1,11,26.1968321765439
2009,1,12,17.5398633257403
2009,1,13,18.9857502095557
2009,1,14,23.1496062992126
2009,1,15,11.2655971479501
2009,1,16,16.2790697674419
2009,1,17,19.0890990542558
2009,1,18,23.9182120779838
2009,1,19,13.7767220902613
2009,1,20,9.19043503313167
2009,1,21,23.679727427598
2009,1,22,10.4035874439462
2009,1,23,18.2033898305085
2009,1,24,14.115490375802
2009,1,25,10.9947643979058
2009,1,26,11.2546125461255
2009,1,27,9.28616550852812
2009,1,28,13.3637773565397
2009,1,29,26.8269997342546
2009,1,30,18.9948774747335
2009,1,31,10.5230191042906
2009,1,32,8.32205683355887
2009,1,33,12.0856911883589
2009,1,34,17.0603674540682
2009,1,35,27.6252019386107
2009,1,36,15.2520465316674
2009,1,37,18
2009,1,38,23.9300411522634
2009,1,39,12.5954198473282
2009,1,40,15.7035175879397
2009,1,41,22.1620450606586
2009,1,42,12.5560538116592
2009,1,43,18.4659773984131
2009,1,44,10.7758620689655
2009,1,45,19.6326407708522
2009,1,46,17.1870217324763
2009,1,47,12.1914166350171
2009,1,48,11.6945532217871
2009,1,49,14.2857142857143
2009,1,50,14.3204375126595
2009,2,1,9.90990990990991
2009,2,2,18.4886649874055
2009,2,3,21.4238556338028
2009,2,4,24.6629213483146
2009,2,5,18.1001283697048
2009,2,6,22.5316455696202
2009,2,7,19.6245129295076
2009,2,8,15.8343901017925
2009,2,9,10.4872881355932
2009,2,10,20.866590649943
2009,2,11,26.1968321765439
2009,2,12,17.5398633257403
2009,2,13,18.9857502095557
2009,2,14,23.1496062992126
2009,2,15,11.2655971479501
2009,2,16,16.2790697674419
2009,2,17,19.0890990542558
2009,2,18,23.9182120779838
2009,2,19,13.7767220902613
2009,2,20,9.19043503313167
2009,2,21,23.679727427598
2009,2,22,10.4035874439462
2009,2,23,18.2033898305085
2009,2,24,14.115490375802
2009,2,25,10.9947643979058
2009,2,26,11.2546125461255
2009,2,27,9.28616550852812
2009,2,28,13.3637773565397
2009,2,29,26.8269997342546
2009,2,30,18.9948774747335
2009,2,31,10.5230191042906
2009,2,32,8.32205683355887
2009,2,33,12.0856911883589
2009,2,34,17.0603674540682
2009,2,35,27.6252019386107
2009,2,36,15.2520465316674
2009,2,37,18
2009,2,38,23.9300411522634
2009,2,39,12.5954198473282
2009,2,40,15.7035175879397
2009,2,41,22.1620450606586
2009,2,42,12.5560538116592
2009,2,43,18.4659773984131
2009,2,44,10.7758620689655
2009,2,45,19.6326407708522
2009,2,46,17.1870217324763
2009,2,47,12.1914166350171
2009,2,48,11.6945532217871
2009,2,49,14.2857142857143
2009,2,50,14.3204375126595
2009,3,1,9.90990990990991
2009,3,2,18.4886649874055
2009,3,3,21.4238556338028
2009,3,4,24.6629213483146
2009,3,5,18.1001283697048
2009,3,6,22.5316455696202
2009,3,7,19.6245129295076
2009,3,8,15.8343901017925
2009,3,9,10.4872881355932
2009,3,10,20.866590649943
2009,3,11,26.1968321765439
2009,3,12,17.5398633257403
2009,3,13,18.9857502095557
2009,3,14,23.1496062992126
2009,3,15,11.2655971479501
2009,3,16,16.2790697674419
2009,3,17,19.0890990542558
2009,3,18,23.9182120779838
2009,3,19,13.7767220902613
2009,3,20,9.19043503313167
2009,3,21,23.679727427598
2009,3,22,10.4035874439462
2009,3,23,18.2033898305085
2009,3,24,14.115490375802
2009,3,25,10.9947643979058
2009,3,26,11.2546125461255
2009,3,27,9.28616550852812
2009,3,28,13.3637773565397
2009,3,29,26.8269997342546
2009,3,30,18.9948774747335
2009,3,31,10.5230191042906
2009,3,32,8.32205683355887
2009,3,33,12.0856911883589
2009,3,34,17.0603674540682
2009,3,35,27.6252019386107
2009,3,36,15.2520465316674
2009,3,37,18
2009,3,38,23.9300411522634
2009,3,39,12.5954198473282
2009,3,40,15.7035175879397
2009,3,41,22.1620450606586
2009,3,42,12.5560538116592
2009,3,43,18.4659773984131
2009,3,44,10.7758620689655
2009,3,45,19.6326407708522
2009,3,46,17.1870217324763
2009,3,47,12.1914166350171
2009,3,48,11.6945532217871
2009,3,49,14.2857142857143
2009,3,50,14.3204375126595
2009,4,1,9.38074800735744
2009,4,2,20
2009,4,3,21.2466415905427
2009,4,4,26.9621682665161
2009,4,5,16.7315175097276
2009,4,6,20.7005364468286
2009,4,7,18.0256795064199
2009,4,8,16.1523240878953
2009,4,9,13.3947939262473
2009,4,10,19.3566915565767
2009,4,11,26.3092490679922
2009,4,12,19.3610842207164
2009,4,13,20.1553556827473
2009,4,14,27.1465968586387
2009,4,15,11.8674269422666
2009,4,16,16.4256198347107
2009,4,17,17.5087543771886
2009,4,18,25.8522727272727
2009,4,19,15.2226720647773
2009,4,20,9.35805991440799
2009,4,21,20.3879488237722
2009,4,22,9.92779783393502
2009,4,23,24.7066942719117
2009,4,24,14.9687220732797
2009,4,25,9.26344328965206
2009,4,26,12.5612745098039
2009,4,27,9.92815153494447
2009,4,28,13.4055265123226
2009,4,29,27.3324572930355
2009,4,30,19.9365342163355
2009,4,31,12.001246882793
2009,4,32,9.08460471567267
2009,4,33,13.9525451226932
2009,4,34,14.9544863459038
2009,4,35,27.0651568591053
2009,4,36,15.593146822815
2009,4,37,16.2685603615236
2009,4,38,24.2115971515768
2009,4,39,11.6824064358167
2009,4,40,13.5271807838179
2009,4,41,22.6474414570685
2009,4,42,10.1769911504425
2009,4,43,16.2921348314607
2009,4,44,12.12976022567
2009,4,45,21.644893111639
2009,4,46,20.7522498269364
2009,4,47,13.1282820705176
2009,4,48,12.0285969615728
2009,4,49,15.9663865546218
2009,4,50,14.0577041129527
2009,5,1,9.38074800735744
2009,5,2,20
2009,5,3,21.2466415905427
2009,5,4,26.9621682665161
2009,5,5,16.7315175097276
2009,5,6,20.7005364468286
2009,5,7,18.0256795064199
2009,5,8,16.1523240878953
2009,5,9,13.3947939262473
2009,5,10,19.3566915565767
2009,5,11,26.3092490679922
2009,5,12,19.3610842207164
2009,5,13,20.1553556827473
2009,5,14,27.1465968586387
2009,5,15,11.8674269422666
2009,5,16,16.4256198347107
2009,5,17,17.5087543771886
2009,5,18,25.8522727272727
2009,5,19,15.2226720647773
2009,5,20,9.35805991440799
2009,5,21,20.3879488237722
2009,5,22,9.92779783393502
2009,5,23,24.7066942719117
2009,5,24,14.9687220732797
2009,5,25,9.26344328965206
2009,5,26,12.5612745098039
2009,5,27,9.92815153494447
2009,5,28,13.4055265123226
2009,5,29,27.3324572930355
2009,5,30,19.9365342163355
2009,5,31,12.001246882793
2009,5,32,9.08460471567267
2009,5,33,13.9525451226932
2009,5,34,14.9544863459038
2009,5,35,27.0651568591053
2009,5,36,15.593146822815
2009,5,37,16.2685603615236
2009,5,38,24.2115971515768
2009,5,39,11.6824064358167
2009,5,40,13.5271807838179
2009,5,41,22.6474414570685
2009,5,42,10.1769911504425
2009,5,43,16.2921348314607
2009,5,44,12.12976022567
2009,5,45,21.644893111639
2009,5,46,20.7522498269364
2009,5,47,13.1282820705176
2009,5,48,12.0285969615728
2009,5,49,15.9663865546218
2009,5,50,14.0577041129527
2009,6,1,9.38074800735744
2009,6,2,20
2009,6,3,21.2466415905427
2009,6,4,26.9621682665161
2009,6,5,16.7315175097276
2009,6,6,20.7005364468286
2009,6,7,18.0256795064199
2009,6,8,16.1523240878953
2009,6,9,13.3947939262473
2009,6,10,19.3566915565767
2009,6,11,26.3092490679922
2009,6,12,19.3610842207164
2009,6,13,20.1553556827473
2009,6,14,27.1465968586387
2009,6,15,11.8674269422666
2009,6,16,16.4256198347107
2009,6,17,17.5087543771886
2009,6,18,25.8522727272727
2009,6,19,15.2226720647773
2009,6,20,9.35805991440799
2009,6,21,20.3879488237722
2009,6,22,9.92779783393502
2009,6,23,24.7066942719117
2009,6,24,14.9687220732797
2009,6,25,9.26344328965206
2009,6,26,12.5612745098039
2009,6,27,9.92815153494447
2009,6,28,13.4055265123226
2009,6,29,27.3324572930355
2009,6,30,19.9365342163355
2009,6,31,12.001246882793
2009,6,32,9.08460471567267
2009,6,33,13.9525451226932
2009,6,34,14.9544863459038
2009,6,35,27.0651568591053
2009,6,36,15.593146822815
2009,6,37,16.2685603615236
2009,6,38,24.2115971515768
2009,6,39,11.6824064358167
2009,6,40,13.5271807838179
2009,6,41,22.6474414570685
2009,6,42,10.1769911504425
2009,6,43,16.2921348314607
2009,6,44,12.12976022567
2009,6,45,21.644893111639
2009,6,46,20.7522498269364
2009,6,47,13.1282820705176
2009,6,48,12.0285969615728
2009,6,49,15.9663865546218
2009,6,50,14.0577041129527
2009,7,1,12.8834355828221
2009,7,2,19.1991786447639
2009,7,3,21.8117190866006
2009,7,4,30.1017524024873
2009,7,5,20.1282051282051
2009,7,6,19.3189051559516
2009,7,7,14.7730982696703
2009,7,8,15.9717900850446
2009,7,9,12.2504047490556
2009,7,10,18.8381274675691
2009,7,11,26.1601133545873
2009,7,12,20.4412719013628
2009,7,13,18.8907422852377
2009,7,14,27.742782152231
2009,7,15,11.2058023572076
2009,7,16,14.2857142857143
2009,7,17,16.5624218163623
2009,7,18,27.3349056603774
2009,7,19,13.1386861313869
2009,7,20,9.42857142857143
2009,7,21,22.1122112211221
2009,7,22,11.2389380530973
2009,7,23,26.5805099545931
2009,7,24,14.3053645116919
2009,7,25,13.1183745583039
2009,7,26,12.9675810473816
2009,7,27,8.07888040712468
2009,7,28,14.1800782949108
2009,7,29,23.0353767215771
2009,7,30,20.546218487395
2009,7,31,10.3131920278393
2009,7,32,11.5492957746479
2009,7,33,13.5431472081218
2009,7,34,13.6132315521628
2009,7,35,27.6233183856502
2009,7,36,15.02679528403
2009,7,37,14.6540880503145
2009,7,38,23.3745189386267
2009,7,39,11.0373733845617
2009,7,40,11.5189873417721
2009,7,41,24.1068447412354
2009,7,42,6.74157303370786
2009,7,43,16.1793372319688
2009,7,44,9.3484419263456
2009,7,45,20.6457345971564
2009,7,46,21.4019562179786
2009,7,47,11.713747645951
2009,7,48,13.0598351845217
2009,7,49,12.0893561103811
2009,7,50,12.7942681678608
2009,8,1,12.8834355828221
2009,8,2,19.1991786447639
2009,8,3,21.8117190866006
2009,8,4,30.1017524024873
2009,8,5,20.1282051282051
2009,8,6,19.3189051559516
2009,8,7,14.7730982696703
2009,8,8,15.9717900850446
2009,8,9,12.2504047490556
2009,8,10,18.8381274675691
2009,8,11,26.1601133545873
2009,8,12,20.4412719013628
2009,8,13,18.8907422852377
2009,8,14,27.742782152231
2009,8,15,11.2058023572076
2009,8,16,14.2857142857143
2009,8,17,16.5624218163623
2009,8,18,27.3349056603774
2009,8,19,13.1386861313869
2009,8,20,9.42857142857143
2009,8,21,22.1122112211221
2009,8,22,11.2389380530973
2009,8,23,26.5805099545931
2009,8,24,14.3053645116919
2009,8,25,13.1183745583039
2009,8,26,12.9675810473816
2009,8,27,8.07888040712468
2009,8,28,14.1800782949108
2009,8,29,23.0353767215771
2009,8,30,20.546218487395
2009,8,31,10.3131920278393
2009,8,32,11.5492957746479
2009,8,33,13.5431472081218
2009,8,34,13.6132315521628
2009,8,35,27.6233183856502
2009,8,36,15.02679528403
2009,8,37,14.6540880503145
2009,8,38,23.3745189386267
2009,8,39,11.0373733845617
2009,8,40,11.5189873417721
2009,8,41,24.1068447412354
2009,8,42,6.74157303370786
2009,8,43,16.1793372319688
2009,8,44,9.3484419263456
2009,8,45,20.6457345971564
2009,8,46,21.4019562179786
2009,8,47,11.713747645951
2009,8,48,13.0598351845217
2009,8,49,12.0893561103811
2009,8,50,12.7942681678608
2009,9,1,12.8834355828221
2009,9,2,19.1991786447639
2009,9,3,21.8117190866006
2009,9,4,30.1017524024873
2009,9,5,20.1282051282051
2009,9,6,19.3189051559516
2009,9,7,14.7730982696703
2009,9,8,15.9717900850446
2009,9,9,12.2504047490556
2009,9,10,18.8381274675691
2009,9,11,26.1601133545873
2009,9,12,20.4412719013628
2009,9,13,18.8907422852377
2009,9,14,27.742782152231
2009,9,15,11.2058023572076
2009,9,16,14.2857142857143
2009,9,17,16.5624218163623
2009,9,18,27.3349056603774
2009,9,19,13.1386861313869
2009,9,20,9.42857142857143
2009,9,21,22.1122112211221
2009,9,22,11.2389380530973
2009,9,23,26.5805099545931
2009,9,24,14.3053645116919
2009,9,25,13.1183745583039
2009,9,26,12.9675810473816
2009,9,27,8.07888040712468
2009,9,28,14.1800782949108
2009,9,29,23.0353767215771
2009,9,30,20.546218487395
2009,9,31,10.3131920278393
2009,9,32,11.5492957746479
2009,9,33,13.5431472081218
2009,9,34,13.6132315521628
2009,9,35,27.6233183856502
2009,9,36,15.02679528403
2009,9,37,14.6540880503145
2009,9,38,23.3745189386267
2009,9,39,11.0373733845617
2009,9,40,11.5189873417721
2009,9,41,24.1068447412354
2009,9,42,6.74157303370786
2009,9,43,16.1793372319688
2009,9,44,9.3484419263456
2009,9,45,20.6457345971564
2009,9,46,21.4019562179786
2009,9,47,11.713747645951
2009,9,48,13.0598351845217
2009,9,49,12.0893561103811
2009,9,50,12.7942681678608
2009,10,1,14.7362037598545
2009,10,2,21.4814814814815
2009,10,3,23.3613262078744
2009,10,4,24.5864232743868
2009,10,5,21.1155378486056
2009,10,6,22.747461928934
2009,10,7,19.4339622641509
2009,10,8,16.8479574570945
2009,10,9,14.5720476706392
2009,10,10,18.3614177803603
2009,10,11,28.4804528568901
2009,10,12,21.1681187479832
2009,10,13,21.1826650465776
2009,10,14,25.9473684210526
2009,10,15,11.5468015901699
2009,10,16,17.0124481327801
2009,10,17,18.8635184224183
2009,10,18,27.8209658421673
2009,10,19,13.4813639968279
2009,10,20,9.14205344585091
2009,10,21,23.8153594771242
2009,10,22,11.7077464788732
2009,10,23,24.87028709789
2009,10,24,15.0659990896677
2009,10,25,12.8469113697404
2009,10,26,13.7739345274861
2009,10,27,10.3112840466926
2009,10,28,14.4835545297173
2009,10,29,27.3715932914046
2009,10,30,21.8296973961999
2009,10,31,10.5062082139446
2009,10,32,12.7375087966221
2009,10,33,14.1248720573183
2009,10,34,12.7877237851662
2009,10,35,28.7937743190661
2009,10,36,15.1673185571491
2009,10,37,13.6677115987461
2009,10,38,24.4742639695574
2009,10,39,12.708555200568
2009,10,40,10.0905562742561
2009,10,41,25.1524390243902
2009,10,42,12.2448979591837
2009,10,43,17.6691729323308
2009,10,44,8.9418777943368
2009,10,45,19.5568685376662
2009,10,46,21.409901599016
2009,10,47,13.5307346326837
2009,10,48,13.2623601587875
2009,10,49,14.4278606965174
2009,10,50,14.6595788182376
2009,11,1,14.7362037598545
2009,11,2,21.4814814814815
2009,11,3,23.3613262078744
2009,11,4,24.5864232743868
2009,11,5,21.1155378486056
2009,11,6,22.747461928934
2009,11,7,19.4339622641509
2009,11,8,16.8479574570945
2009,11,9,14.5720476706392
2009,11,10,18.3614177803603
2009,11,11,28.4804528568901
2009,11,12,21.1681187479832
2009,11,13,21.1826650465776
2009,11,14,25.9473684210526
2009,11,15,11.5468015901699
2009,11,16,17.0124481327801
2009,11,17,18.8635184224183
2009,11,18,27.8209658421673
2009,11,19,13.4813639968279
2009,11,20,9.14205344585091
2009,11,21,23.8153594771242
2009,11,22,11.7077464788732
2009,11,23,24.87028709789
2009,11,24,15.0659990896677
2009,11,25,12.8469113697404
2009,11,26,13.7739345274861
2009,11,27,10.3112840466926
2009,11,28,14.4835545297173
2009,11,29,27.3715932914046
2009,11,30,21.8296973961999
2009,11,31,10.5062082139446
2009,11,32,12.7375087966221
2009,11,33,14.1248720573183
2009,11,34,12.7877237851662
2009,11,35,28.7937743190661
2009,11,36,15.1673185571491
2009,11,37,13.6677115987461
2009,11,38,24.4742639695574
2009,11,39,12.708555200568
2009,11,40,10.0905562742561
2009,11,41,25.1524390243902
2009,11,42,12.2448979591837
2009,11,43,17.6691729323308
2009,11,44,8.9418777943368
2009,11,45,19.5568685376662
2009,11,46,21.409901599016
2009,11,47,13.5307346326837
2009,11,48,13.2623601587875
2009,11,49,14.4278606965174
2009,11,50,14.6595788182376
2009,12,1,14.7362037598545
2009,12,2,21.4814814814815
2009,12,3,23.3613262078744
